,id,day,month,year,home_team,team,opponent,url
249,249,15,11,2013,0,MIL,IND,https://www.basketball-reference.com/boxscores/201311150IND.html
250,250,15,11,2013,1,TOR,CHI,https://www.basketball-reference.com/boxscores/201311150TOR.html
251,251,15,11,2013,0,CHI,TOR,https://www.basketball-reference.com/boxscores/201311150TOR.html
252,252,15,11,2013,1,ATL,PHI,https://www.basketball-reference.com/boxscores/201311150ATL.html
253,253,15,11,2013,0,PHI,ATL,https://www.basketball-reference.com/boxscores/201311150ATL.html
254,254,15,11,2013,1,BOS,POR,https://www.basketball-reference.com/boxscores/201311150BOS.html
255,255,15,11,2013,0,POR,BOS,https://www.basketball-reference.com/boxscores/201311150BOS.html
256,256,15,11,2013,1,CLE,CHA,https://www.basketball-reference.com/boxscores/201311150CLE.html
257,257,15,11,2013,0,CHA,CLE,https://www.basketball-reference.com/boxscores/201311150CLE.html
258,258,15,11,2013,1,MIA,DAL,https://www.basketball-reference.com/boxscores/201311150MIA.html
259,259,15,11,2013,0,DAL,MIA,https://www.basketball-reference.com/boxscores/201311150MIA.html
260,260,15,11,2013,1,DEN,MIN,https://www.basketball-reference.com/boxscores/201311150DEN.html
261,261,15,11,2013,0,MIN,DEN,https://www.basketball-reference.com/boxscores/201311150DEN.html
262,262,15,11,2013,1,PHO,BRK,https://www.basketball-reference.com/boxscores/201311150PHO.html
263,263,15,11,2013,0,BRK,PHO,https://www.basketball-reference.com/boxscores/201311150PHO.html
264,264,15,11,2013,1,UTA,SAS,https://www.basketball-reference.com/boxscores/201311150UTA.html
265,265,15,11,2013,0,SAS,UTA,https://www.basketball-reference.com/boxscores/201311150UTA.html
266,266,15,11,2013,1,LAL,MEM,https://www.basketball-reference.com/boxscores/201311150LAL.html
267,267,15,11,2013,0,MEM,LAL,https://www.basketball-reference.com/boxscores/201311150LAL.html
268,268,15,11,2013,1,SAC,DET,https://www.basketball-reference.com/boxscores/201311150SAC.html
269,269,15,11,2013,0,DET,SAC,https://www.basketball-reference.com/boxscores/201311150SAC.html
270,270,16,11,2013,1,CHA,MIA,https://www.basketball-reference.com/boxscores/201311160CHA.html
271,271,16,11,2013,0,MIA,CHA,https://www.basketball-reference.com/boxscores/201311160CHA.html
272,272,16,11,2013,1,ORL,DAL,https://www.basketball-reference.com/boxscores/201311160ORL.html
273,273,16,11,2013,0,DAL,ORL,https://www.basketball-reference.com/boxscores/201311160ORL.html
274,274,16,11,2013,1,WAS,CLE,https://www.basketball-reference.com/boxscores/201311160WAS.html
275,275,16,11,2013,0,CLE,WAS,https://www.basketball-reference.com/boxscores/201311160WAS.html
276,276,16,11,2013,1,NYK,ATL,https://www.basketball-reference.com/boxscores/201311160NYK.html
277,277,16,11,2013,0,ATL,NYK,https://www.basketball-reference.com/boxscores/201311160NYK.html
278,278,16,11,2013,1,CHI,IND,https://www.basketball-reference.com/boxscores/201311160CHI.html
279,279,16,11,2013,0,IND,CHI,https://www.basketball-reference.com/boxscores/201311160CHI.html
280,280,16,11,2013,1,HOU,DEN,https://www.basketball-reference.com/boxscores/201311160HOU.html
281,281,16,11,2013,0,DEN,HOU,https://www.basketball-reference.com/boxscores/201311160HOU.html
282,282,16,11,2013,1,MIN,BOS,https://www.basketball-reference.com/boxscores/201311160MIN.html
283,283,16,11,2013,0,BOS,MIN,https://www.basketball-reference.com/boxscores/201311160MIN.html
284,284,16,11,2013,1,NOP,PHI,https://www.basketball-reference.com/boxscores/201311160NOP.html
285,285,16,11,2013,0,PHI,NOP,https://www.basketball-reference.com/boxscores/201311160NOP.html
286,286,16,11,2013,1,MIL,OKC,https://www.basketball-reference.com/boxscores/201311160MIL.html
287,287,16,11,2013,0,OKC,MIL,https://www.basketball-reference.com/boxscores/201311160MIL.html
288,288,16,11,2013,1,GSW,UTA,https://www.basketball-reference.com/boxscores/201311160GSW.html
289,289,16,11,2013,0,UTA,GSW,https://www.basketball-reference.com/boxscores/201311160GSW.html
